Generation  0 :
[0.0, -5.500095475981154e-17, 1.0369357651674029e-05, 7.998304910668085e-08, -0.25099191919105734, 1.6505333772176938e-20, 5.2407928324355e-20, 4.6840379837971974e-12, 3.0819560080879855e-12, -4.325110551522537e-12, -1.059571411641855e-11]  :  [812293033398.9814, 1067568816813.2689]
[0.0, -6.148371830624692e-17, 9.892744725544167e-06, 8.722048321807661e-08, -0.2429982613463439, 1.5220397653480348e-20, 5.210638092120584e-20, 4.68361991045095e-12, 2.8681361342626418e-12, -4.463965589081825e-12, -1.1198967393620141e-11]  :  [822045103481.9065, 1077506828341.0234]
[0.0, -5.698305205938007e-17, 8.93978611289498e-06, 8.128142412600674e-08, -0.23855183812939823, 1.6820422622872757e-20, 5.39876811377637e-20, 4.633818648916129e-12, 3.0450180730891316e-12, -4.247090660718781e-12, -1.133744357355845e-11]  :  [830644808920.3315, 1092552708343.2305]
[0.0, -6.065500974741953e-17, 8.531022820340752e-06, 8.189355135709258e-08, -0.2366650399698629, 1.554615229110865e-20, 5.39876811377637e-20, 5.1628796387534905e-12, 2.911016390643418e-12, -4.3826042897650935e-12, -1.133744357355845e-11]  :  [835189879317.758, 1101498714903.3352]
[0.0, -5.698305205938007e-17, 8.93978611289498e-06, 8.128142412600674e-08, -0.2366650399698629, 1.5630291376756497e-20, 5.39876811377637e-20, 4.814115583197232e-12, 3.0819560080879855e-12, -4.247090660718781e-12, -1.133744357355845e-11]  :  [835221601903.8435, 1101638222074.7285]
[0.0, -6.187979628199616e-17, 9.892744725544167e-06, 8.722048321807661e-08, -0.23135731739149587, 1.361724731035213e-20, 5.210638092120584e-20, 4.87183323917616e-12, 2.8681361342626418e-12, -4.463965589081825e-12, -1.133744357355845e-11]  :  [848171777855.5686, 1127210469852.598]
[0.0, -5.698305205938007e-17, 9.892744725544167e-06, 8.722048321807661e-08, -0.23135731739149587, 1.439794806553188e-20, 5.210638092120584e-20, 4.87183323917616e-12, 2.8681361342626418e-12, -4.463965589081825e-12, -1.133744357355845e-11]  :  [848171902394.4934, 1127210922829.0598]
[0.0, -5.698305205938007e-17, 8.93978611289498e-06, 8.128142412600674e-08, -0.2366650399698629, 1.5630291376756497e-20, 5.0221475436986046e-20, 5.094789777658907e-12, 3.0322082230255133e-12, -4.491914124433448e-12, -1.0600004579634571e-11]  :  [847094831995.6995, 1136530624952.9348]
[0.0, -5.698305205938007e-17, 1.0369357651674029e-05, 8.128142412600674e-08, -0.23129595452111745, 1.6505333772176938e-20, 5.2407928324355e-20, 4.707258292802473e-12, 3.0819560080879855e-12, -4.399656581496516e-12, -1.1198967393620141e-11]  :  [850595929783.0256, 1134214054045.4868]
[0.0, -5.698305205938007e-17, 9.892744725544167e-06, 8.722048321807661e-08, -0.21637287962051932, 1.5371129840723495e-20, 5.210638092120584e-20, 4.914732043162405e-12, 2.8681361342626418e-12, -4.463965589081825e-12, -1.0239741754656802e-11]  :  [905421586070.6221, 1257714360716.7798]
Best =  1879861850212.2505  =>  [0.0, -5.500095475981154e-17, 1.0369357651674029e-05, 7.998304910668085e-08, -0.25099191919105734, 1.6505333772176938e-20, 5.2407928324355e-20, 4.6840379837971974e-12, 3.0819560080879855e-12, -4.325110551522537e-12, -1.059571411641855e-11] [812293033398.9814, 1067568816813.2689]

Generation  1 :
[0.0, -6.148371830624692e-17, 9.892744725544167e-06, 8.722048321807661e-08, -0.2629586836263966, 1.5220397653480348e-20, 5.42914940569255e-20, 4.41500846094857e-12, 2.8681361342626418e-12, -4.463965589081825e-12, -1.1198967393620141e-11]  :  [775492037477.9268, 984896280755.9863]
[0.0, -5.698305205938007e-17, 8.650164367918509e-06, 7.998304910668085e-08, -0.25099191919105734, 1.6505333772176938e-20, 5.2407928324355e-20, 4.6840379837971974e-12, 3.0819560080879855e-12, -4.25729804652903e-12, -1.0732013498309925e-11]  :  [810204384808.6941, 1061341416154.0051]
[0.0, -5.736433113146474e-17, 1.0369357651674029e-05, 8.200051049165085e-08, -0.24255457959614363, 1.6820422622872757e-20, 5.115158890718637e-20, 4.6266032399807716e-12, 3.0450180730891316e-12, -4.247090660718781e-12, -1.1608171441039193e-11]  :  [816872068360.8569, 1060982172018.239]
[0.0, -5.500095475981154e-17, 1.0369357651674029e-05, 7.998304910668085e-08, -0.25099191919105734, 1.6505333772176938e-20, 5.2407928324355e-20, 4.6840379837971974e-12, 3.0819560080879855e-12, -4.325110551522537e-12, -1.059571411641855e-11]  :  [775492037477.9268, 984896280755.9863]
[0.0, -6.148371830624692e-17, 9.892744725544167e-06, 8.722048321807661e-08, -0.2429982613463439, 1.5220397653480348e-20, 5.210638092120584e-20, 4.68361991045095e-12, 2.8681361342626418e-12, -4.463965589081825e-12, -1.1198967393620141e-11]  :  [810204384808.6941, 1061341416154.0051]
[0.0, -5.698305205938007e-17, 8.93978611289498e-06, 8.128142412600674e-08, -0.23855183812939823, 1.6820422622872757e-20, 5.39876811377637e-20, 4.633818648916129e-12, 3.0450180730891316e-12, -4.247090660718781e-12, -1.133744357355845e-11]  :  [816872068360.8569, 1060982172018.239]
[0.0, -5.67244499737629e-17, 8.93978611289498e-06, 7.855341587286828e-08, -0.23855183812939823, 1.8405881476287215e-20, 5.39876811377637e-20, 4.633818648916129e-12, 2.910432030264101e-12, -4.247090660718781e-12, -1.1275124684124425e-11]  :  [831624800237.5737, 1095468209437.0215]
[0.0, -5.291359013307552e-17, 1.1009314177330896e-05, 7.998304910668085e-08, -0.25099191919105734, 1.6505333772176938e-20, 5.08633338391245e-20, 4.6840379837971974e-12, 3.1631585105316995e-12, -3.894207502050468e-12, -9.682821861608494e-12]  :  [826916699053.1001, 1110988229624.2363]
[0.0, -5.698305205938007e-17, 8.93978611289498e-06, 8.128142412600674e-08, -0.23520388960791344, 1.6238885172998907e-20, 5.471851102041107e-20, 4.633818648916129e-12, 2.7430834606301878e-12, -4.040868078843068e-12, -1.0868244982043072e-11]  :  [831624800237.5737, 1095468209437.0215]
[0.0, -6.46144824159026e-17, 8.93978611289498e-06, 8.234913088272316e-08, -0.2253396318265254, 1.6820422622872757e-20, 5.39876811377637e-20, 4.633818648916129e-12, 3.0450180730891316e-12, -3.976685831751457e-12, -1.1841290795886101e-11]  :  [854979761738.7566, 1133119972520.9082]
Best =  1760388318233.913  =>  [0.0, -6.148371830624692e-17, 9.892744725544167e-06, 8.722048321807661e-08, -0.2629586836263966, 1.5220397653480348e-20, 5.42914940569255e-20, 4.41500846094857e-12, 2.8681361342626418e-12, -4.463965589081825e-12, -1.1198967393620141e-11] [775492037477.9268, 984896280755.9863]

Generation  2 :
